0, 1, 1, 
0, 8, 6, 
0, 2, 2, 
0, 1, 1, 
0, 7, 5, 
0, 3, 3, 
0, 7, 7, 
0, 13, 11, 
0, 3, 3, 
0, 4, 4, 
0, 9, 9, 
0, 2, 2, 
0, 7, 7, 
0, 5, 5, 
0, 2, 2, 
0, 7, 5, 
0, 2, 2, 
0, 4, 4, 
0, 6, 6, 
0, 14, 10, 
0, 2, 2, 
0, 3, 3, 
0, 0, 0, 
0, 2, 2, 
0, 12, 10, 
0, 10, 6, 
0, 4, 4, 
0, 10, 6, 
0, 11, 7, 
0, 10, 10, 
0, 6, 6, 
0, 3, 3, 
0, 2, 2, 
0, 2, 2, 
0, 9, 9, 
0, 10, 6, 
0, 6, 4, 
0, 4, 4, 
0, 0, 0, 
0, 8, 8, 
0, 10, 8, 
0, 0, 0, 
0, 16, 10, 
0, 10, 8, 
0, 11, 11, 
0, 18, 10, 
0, 1, 1, 
0, 12, 10, 
0, 7, 7, 
0, 4, 2, 
0, 5, 5, 
0, 17, 9, 
0, 2, 2, 
0, 1, 1, 
0, 4, 4, 
0, 7, 7, 
0, 9, 9, 
0, 14, 12, 
0, 6, 6, 
0, 6, 6, 
0, 14, 8, 
0, 6, 2, 
0, 7, 7, 
0, 4, 5, 
0, 8, 7, 
0, 7, 7, 
0, 11, 9, 
0, 0, 0, 
0, 10, 8, 
0, 6, 6, 
0, 4, 4, 
0, 5, 5, 
0, 5, 5, 
0, 6, 6, 
0, 4, 4, 
0, 2, 2, 
0, 6, 6, 
0, 3, 3, 
0, 9, 9, 
0, 4, 4, 
0, 9, 9, 
0, 5, 3, 
0, 7, 7, 
0, 10, 10, 
0, 4, 4, 
0, 3, 3, 
0, 6, 6, 
0, 7, 7, 
0, 4, 4, 
0, 5, 5, 
0, 7, 7, 
0, 6, 6, 
0, 3, 3, 
0, 3, 3, 
0, 8, 6, 
0, 9, 7, 
0, 7, 7, 
0, 5, 5, 
0, 7, 7, 
0, 4, 4, 
0, 3, 3, 
0, 7, 7, 
0, 4, 4, 
0, 8, 8, 
0, 9, 9, 
0, 12, 12, 
0, 7, 7, 
0, 9, 10, 
0, 6, 6, 
0, 10, 4, 
0, 6, 4, 
0, 11, 5, 
0, 0, 0, 
0, 5, 3, 
0, 0, 0, 
0, 1, 1, 
0, 2, 2, 
0, 6, 6, 
0, 3, 3, 
0, 8, 8, 
0, 9, 9, 
0, 7, 7, 
0, 3, 3, 
0, 0, 0, 
0, 1, 1, 
0, 4, 4, 
0, 3, 3, 
0, 10, 6, 
0, 8, 8, 
0, 0, 0, 
0, 2, 2, 
0, 6, 3, 
0, 12, 10, 
0, 7, 7, 
0, 6, 6, 
0, 14, 12, 
0, 3, 3, 
0, 5, 5, 
0, 9, 7, 
0, 6, 6, 
0, 7, 7, 
0, 9, 7, 
0, 3, 3, 
0, 8, 8, 
0, 9, 9, 
0, 0, 0, 
0, 9, 9, 
0, 10, 10, 
0, 10, 8, 
0, 8, 6, 
0, 8, 8, 
0, 6, 6, 
0, 11, 9, 
0, 11, 11, 
0, 13, 7, 
0, 1, 1, 
0, 11, 11, 
0, 6, 4, 
0, 6, 6, 
0, 9, 9, 
0, 1, 1, 
0, 0, 0, 
0, 4, 4, 
0, 8, 8, 
0, 12, 8, 
0, 1, 1, 
0, 8, 8, 
0, 9, 9, 
0, 9, 9, 
0, 8, 8, 
0, 8, 8, 
0, 12, 6, 
0, 8, 8, 
0, 6, 6, 
0, 2, 2, 
0, 11, 11, 
0, 10, 10, 
0, 0, 0, 
0, 10, 8, 
0, 0, 0, 
0, 13, 7, 
0, 7, 7, 
0, 19, 7, 
0, 12, 12, 
0, 7, 7, 
0, 0, 0, 
0, 9, 5, 
0, 5, 5, 
0, 10, 8, 
0, 2, 2, 
0, 10, 10, 
0, 15, 13, 
0, 11, 11, 
0, 15, 11, 
0, 3, 3, 
0, 0, 0, 
0, 2, 2, 
0, 8, 8, 
0, 17, 13, 
0, 13, 13, 
0, 4, 4, 
0, 3, 3, 
0, 0, 0, 
0, 4, 4, 
0, 2, 2, 
0, 8, 9, 
0, 10, 10, 
0, 8, 8, 
0, 9, 9, 
0, 5, 3, 
0, 7, 5, 
0, 0, 0, 
0, 14, 8, 
0, 6, 6, 
0, 10, 8, 
0, 6, 6, 
0, 10, 8, 
0, 13, 13, 
0, 5, 3, 
0, 11, 11, 
0, 7, 5, 
0, 4, 4, 
0, 4, 4, 
0, 11, 9, 
0, 9, 9, 
0, 9, 9, 
0, 9, 9, 
0, 9, 7, 
0, 10, 8, 
0, 12, 8, 
0, 8, 8, 
0, 4, 4, 
0, 3, 3, 
0, 2, 2, 
0, 4, 2, 
0, 14, 6, 
0, 3, 3, 
0, 5, 3, 
0, 2, 2, 
0, 11, 11, 
0, 4, 4, 
0, 12, 12, 
0, 1, 1, 
0, 7, 7, 
0, 8, 6, 
0, 3, 3, 
0, 3, 3, 
0, 1, 1, 
0, 11, 11, 
0, 6, 4, 
0, 3, 3, 
0, 8, 8, 
0, 5, 5, 
0, 3, 3, 
0, 7, 5, 
0, 12, 4, 
0, 9, 9, 
0, 4, 4, 
0, 9, 9, 
0, 6, 6, 
0, 15, 11, 
0, 12, 8, 
0, 5, 3, 
0, 7, 7, 
0, 0, 0, 
0, 7, 5, 
0, 8, 6, 
0, 7, 5, 
0, 4, 4, 
0, 12, 10, 
0, 5, 3, 
0, 11, 11, 
0, 10, 10, 
0, 7, 5, 
0, 5, 5, 
0, 7, 7, 
0, 10, 10, 
0, 4, 4, 
0, 10, 10, 
0, 12, 12, 
0, 12, 8, 
0, 11, 11, 
0, 9, 9, 
0, 6, 6, 
0, 12, 8, 
0, 1, 1, 
0, 5, 5, 
0, 7, 7, 
0, 1, 1, 
0, 6, 6, 
0, 8, 6, 
0, 6, 6, 
0, 2, 2, 
0, 6, 4, 
0, 8, 6, 
0, 6, 6, 
0, 5, 5, 
0, 3, 3, 
0, 3, 3, 
0, 8, 6, 
0, 5, 5, 
0, 6, 4, 
0, 9, 7, 
0, 8, 6, 
0, 2, 2, 
0, 10, 4, 
0, 6, 6, 
0, 8, 8, 
0, 9, 7, 
0, 7, 7, 
0, 3, 3, 
0, 13, 13, 
0, 14, 14, 
0, 7, 7, 
0, 9, 5, 
0, 8, 6, 
0, 5, 3, 
0, 6, 6, 
0, 10, 7, 
0, 3, 1, 
0, 6, 6, 
0, 3, 3, 
0, 7, 5, 
0, 2, 2, 
0, 7, 7, 
0, 0, 0, 
0, 7, 7, 
0, 11, 11, 
0, 5, 3, 
0, 5, 5, 
0, 9, 3, 
0, 9, 9, 
0, 6, 6, 
0, 3, 3, 
0, 0, 0, 
0, 9, 9, 
